ID	token	tag
1848	question	O
1849	;	O
1850	but	O
1851	study	O
1852	alone	O
1853	could	O
1854	not	O
1855	account	O
1856	for	O
1857	his	O
1858	complete	O
1859	and	O
1860	easy	O
1861	competence	O
1862	.	O

1863	One	O
1864	had	O
1865	only	O
1866	to	O
1867	look	O
1868	at	O
1869	him	O
1870	,	O
1871	from	O
1872	the	O
1873	slant	O
1874	of	O
1875	his	O
1876	bald	O
1877	forehead	O
1878	and	O
1879	the	O
1880	curve	O
1881	of	O
1882	his	O
1883	beautiful	O
1884	fair	O
1885	moustache	O
1886	to	O
1887	the	O
1888	long	O
1889	patent-leather	O
1890	feet	O
1891	at	O
1892	the	O
1893	other	O
1894	end	O
1895	of	O
1896	his	B-PER
1897	lean	I-PER
1898	and	I-PER
1899	elegant	I-PER
1900	person	I-PER
1901	,	O
1902	to	O
1903	feel	O
1904	that	O
1905	the	O
1906	knowledge	O
1907	of	O
1908	""""	O
1909	form	O
1910	""""	O
1911	must	O
1912	be	O
1913	congenital	O
1914	in	O
1915	any	B-PER
1916	one	I-PER
1917	who	I-PER
1918	knew	I-PER
1919	how	I-PER
1920	to	I-PER
1921	wear	I-PER
1922	such	I-PER
1923	good	I-PER
1924	clothes	I-PER
1925	so	I-PER
1926	carelessly	I-PER
1927	and	I-PER
1928	carry	I-PER
1929	such	I-PER
1930	height	I-PER
1931	with	I-PER
1932	so	I-PER
1933	much	I-PER
1934	lounging	I-PER
1935	grace	I-PER
1936	.	O

1937	As	O
1938	a	B-PER
1939	young	I-PER
1940	admirer	I-PER
1941	had	O
1942	once	O
1943	said	O
1944	of	O
1945	him	O
1946	:	O
1947	""""	O
1948	If	O
1949	anybody	B-PER
1950	can	O
1951	tell	O
1952	a	B-PER
1953	fellow	I-PER
1954	just	O
1955	when	O
1956	to	O
1957	wear	O
1958	a	O
1959	black	O
1960	tie	O
1961	with	O
1962	evening	O
1963	clothes	O
1964	and	O
1965	when	O
1966	not	O
1967	to	O
1968	,	O
1969	it	O
1970	's	O
1971	Larry	B-PER
1972	Lefferts	I-PER
1973	.	O
1974	""""	O

1975	And	O
1976	on	O
1977	the	O
1978	question	O
1979	of	O
1980	pumps	O
1981	versus	O
1982	patent-leather	O
1983	""""	O
1984	Oxfords	O
1985	""""	O
1986	his	O
1987	authority	O
1988	had	O
1989	never	O
1990	been	O
1991	disputed	O
1992	.	O

1993	""""	O
1994	My	O
1995	God	O
1996	!	O
1997	""""	O

1998	he	O
1999	said	O
2000	;	O
2001	and	O
2002	silently	O
2003	handed	O
2004	his	O
2005	glass	O
2006	to	O
2007	old	B-PER
2008	Sillerton	I-PER
2009	Jackson	I-PER
2010	.	O

2011	Chapter	O
2012	1	O
2013	One	O
2014	may	O
2015	as	O
2016	well	O
2017	begin	O
2018	with	O
2019	Helen	B-PER
2020	's	O
2021	letters	O
2022	to	O
2023	her	B-PER
2024	sister	I-PER
2025	.	O

2026	HOWARDS	O
2027	END	O
2028	,	O
2029	TUESDAY	O
2030	.	O

2031	Dearest	B-PER
2032	Meg	I-PER
2033	,	O
2034	It	O
2035	is	O
2036	n't	O
2037	going	O
2038	to	O
2039	be	O
2040	what	O
2041	we	O
2042	expected	O
2043	.	O

2044	It	O
2045	is	O
2046	old	O
2047	and	O
2048	little	O
2049	,	O
2050	and	O
2051	altogether	O
2052	delightful	O
2053	--	O
2054	red	O
2055	brick	O
2056	.	O

2057	We	O
2058	can	O
2059	scarcely	O
2060	pack	O
2061	in	O
2062	as	O
2063	it	O
2064	is	O
2065	,	O
2066	and	O
2067	the	O
2068	dear	O
2069	knows	O
2070	what	O
2071	will	O
2072	happen	O
2073	when	O
2074	Paul	B-PER
2075	(	O
2076	younger	B-PER
2077	son	I-PER
2078	)	O
2079	arrives	O
2080	tomorrow	O
2081	.	O

2082	From	O
2083	hall	O
2084	you	O
2085	go	O
2086	right	O
2087	or	O
2088	left	O
2089	into	O
2090	dining-room	O
2091	or	O
2092	drawing-room	O
2093	.	O

2094	Hall	B-PER
2095	itself	O
2096	is	O
2097	practically	O
2098	a	O
2099	room	O
2100	.	O

2101	You	O
2102	open	O
2103	another	O
2104	door	O
2105	in	O
2106	it	O
2107	,	O
2108	and	O
2109	there	O
2110	are	O
2111	the	O
2112	stairs	O
2113	going	O
2114	up	O
2115	in	O
2116	a	O
2117	sort	O
2118	of	O
2119	tunnel	O
2120	to	O
2121	the	O
2122	first-floor	O
2123	.	O

2124	Three	O
2125	bedrooms	O
2126	in	O
2127	a	O
2128	row	O
2129	there	O
2130	,	O
2131	and	O
2132	three	O
2133	attics	O
2134	in	O
2135	a	O
2136	row	O
2137	above	O
2138	.	O

2139	That	O
2140	is	O
2141	n't	O
2142	all	O
2143	the	O
2144	house	O
2145	really	O
2146	,	O
2147	but	O
2148	it	O
2149	's	O
2150	all	O
2151	that	O
2152	one	O
2153	notices	O
2154	--	O
2155	nine	O
2156	windows	O
2157	as	O
2158	you	O
2159	look	O
2160	up	O
2161	from	O
2162	the	O
2163	front	O
2164	garden	O
2165	.	O

2166	Then	O
2167	there	O
2168	's	O
2169	a	O
2170	very	O
2171	big	O
2172	wych-elm	O
2173	--	O
2174	to	O
2175	the	O
2176	left	O
2177	as	O
2178	you	O
2179	look	O
2180	up	O
2181	--	O
2182	leaning	O
2183	a	O
2184	little	O
2185	over	O
2186	the	O
2187	house	O
2188	,	O
2189	and	O
2190	standing	O
2191	on	O
2192	the	O
2193	boundary	O
2194	between	O
2195	the	O
2196	garden	O
2197	and	O
2198	meadow	B-LOC
2199	.	O

2200	I	O
2201	quite	O
2202	love	O
2203	that	O
2204	tree	O
2205	already	O
2206	.	O

2207	Also	O
2208	ordinary	O
2209	elms	O
2210	,	O
2211	oaks	O
2212	--	O
2213	no	O
2214	nastier	O
2215	than	O
2216	ordinary	O
2217	oaks	O
2218	--	O
2219	pear-trees	O
2220	,	O
2221	apple-trees	O
2222	,	O
2223	and	O
2224	a	O
2225	vine	O
2226	.	O

2227	No	O
2228	silver	O
2229	birches	O
2230	,	O
2231	though	O
2232	.	O

2233	However	O
2234	,	O
2235	I	O
2236	must	O
2237	get	O
2238	on	O
2239	to	O
2240	my	B-PER
2241	host	I-PER
2242	and	O
2243	hostess	B-PER
2244	.	O

2245	I	O
2246	only	O
2247	wanted	O
2248	to	O
2249	show	O
2250	that	O
2251	it	O
2252	is	O
2253	n't	O
2254	the	O
2255	least	O
2256	what	O
2257	we	O
2258	expected	O
2259	.	O

2260	Why	O
2261	did	O
2262	we	O
2263	settle	O
2264	that	O
2265	their	O
2266	house	O
2267	would	O
2268	be	O
2269	all	O
2270	gables	O
2271	and	O
2272	wiggles	O
2273	,	O
2274	and	O
2275	their	O
2276	garden	O
2277	all	O
2278	gamboge-coloured	O
2279	paths	O
2280	?	O

2281	I	O
2282	believe	O
2283	simply	O
2284	because	O
2285	we	O
2286	associate	O
2287	them	O
2288	with	O
2289	expensive	O
2290	hotels	O
2291	--	O
2292	Mrs.	B-PER
2293	Wilcox	O
2294	trailing	O
2295	in	O
2296	beautiful	O
2297	dresses	O
2298	down	O
2299	long	O
2300	corridors	O
2301	,	O
2302	Mr.	B-PER
2303	Wilcox	O
2304	bullying	O
2305	porters	B-PER
2306	,	O
2307	etc	O
2308	.	O

2309	We	O
2310	females	B-PER
2311	are	O
2312	that	O
2313	unjust	O
2314	.	O

2315	I	O
2316	shall	O
2317	be	O
2318	back	O
2319	Saturday	O
2320	;	O
2321	will	O
2322	let	O
2323	you	O
2324	know	O
2325	train	O
2326	later	O
2327	.	O

2328	They	O
2329	are	O
2330	as	O
2331	angry	O
2332	as	O
2333	I	O
2334	am	O
2335	that	O
2336	you	O
2337	did	O
2338	not	O
2339	come	O
2340	too	O
2341	;	O
2342	really	O
2343	Tibby	B-PER
2344	is	O
2345	too	O
2346	tiresome	O
2347	,	O
2348	he	O
2349	starts	O
2350	a	O
2351	new	O
2352	mortal	O
2353	disease	O
2354	every	O
2355	month	O
2356	.	O

2357	How	O
2358	could	O
2359	he	O
2360	have	O
2361	got	O
2362	hay	O
2363	fever	O
2364	in	O
2365	London	B-LOC
2366	?	O

2367	and	O
2368	even	O
2369	if	O
2370	he	O
2371	could	O
2372	,	O
2373	it	O
2374	seems	O
2375	hard	O
2376	that	O
2377	you	O
2378	should	O
2379	give	O
2380	up	O
2381	a	O
2382	visit	O
2383	to	O
2384	hear	O
2385	a	B-PER
2386	schoolboy	I-PER
2387	sneeze	O
2388	.	O

2389	Tell	O
2390	him	O
2391	that	O
2392	Charles	B-PER
2393	Wilcox	I-PER
2394	(	O
2395	the	O
2396	son	O
2397	who	O
2398	is	O
2399	here	O
2400	)	O
2401	has	O
2402	hay	O
2403	fever	O
2404	too	O
2405	,	O
2406	but	O
2407	he	O
2408	's	O
2409	brave	O
2410	,	O
2411	and	O
2412	gets	O
2413	quite	O
2414	cross	O
2415	when	O
2416	we	O
2417	inquire	O
2418	after	O
2419	it	O
2420	.	O

2421	Men	O
2422	like	O
2423	the	B-PER
2424	Wilcoxes	I-PER
2425	would	O
2426	do	O
2427	Tibby	B-PER
2428	a	O
2429	power	O
2430	of	O
2431	good	O
2432	.	O

2433	But	O
2434	you	O
2435	wo	O
2436	n't	O
2437	agree	O
2438	,	O
2439	and	O
2440	I	O
2441	'd	O
2442	better	O
2443	change	O
2444	the	O
2445	subject	O
2446	.	O

2447	This	O
2448	long	O
2449	letter	O
2450	is	O
2451	because	O
2452	I	O
2453	'm	O
2454	writing	O
2455	before	O
2456	breakfast	O
2457	.	O

2458	Oh	O
2459	,	O
2460	the	O
2461	beautiful	O
2462	vine	O
2463	leaves	O
2464	!	O

2465	The	O
2466	house	O
2467	is	O
2468	covered	O
2469	with	O
2470	a	O
2471	vine	O
2472	.	O

2473	I	O
2474	looked	O
2475	out	O
2476	earlier	O
2477	,	O
2478	and	O
2479	Mrs.	B-PER
2480	Wilcox	O
2481	was	O
2482	already	O
2483	in	O
2484	the	O
2485	garden	O
2486	.	O

2487	She	O
2488	evidently	O
2489	loves	O
2490	it	O
2491	.	O

2492	No	O
2493	wonder	O
2494	she	O
2495	sometimes	O
2496	looks	O
2497	tired	O
2498	.	O

2499	She	O
2500	was	O
2501	watching	O
2502	the	O
2503	large	O
2504	red	O
2505	poppies	O
2506	come	O
2507	out	O
2508	.	O

2509	Then	O
2510	she	O
2511	walked	O
2512	off	O
2513	the	O
2514	lawn	O
2515	to	O
2516	the	O
2517	meadow	O
2518	,	O
2519	whose	B-LOC
2520	corner	I-LOC
2521	to	I-LOC
2522	the	I-LOC
2523	right	I-LOC
2524	I	O
2525	can	O
2526	just	O
2527	see	O
2528	.	O

2529	Trail	O
2530	,	O
2531	trail	O
2532	,	O
2533	went	O
2534	her	O
2535	long	O
2536	dress	O
2537	over	O
2538	the	O
2539	sopping	O
2540	grass	O
2541	,	O
2542	and	O
2543	she	O
2544	came	O
2545	back	O
2546	with	O
2547	her	O
2548	hands	O
2549	full	O
2550	of	O
2551	the	O
2552	hay	O
2553	that	O
2554	was	O
2555	cut	O
2556	yesterday	O
2557	--	O
2558	I	O
2559	suppose	O
2560	for	O
2561	rabbits	O
2562	or	O
2563	something	O
2564	,	O
2565	as	O
2566	she	O
2567	kept	O
2568	on	O
2569	smelling	O
2570	it	O
2571	.	O

2572	The	O
2573	air	O
2574	here	O
2575	is	O
2576	delicious	O
2577	.	O

2578	Later	O
2579	on	O
2580	I	O
2581	heard	O
2582	the	O
2583	noise	O
2584	of	O
2585	croquet	O
2586	balls	O
2587	,	O
2588	and	O
2589	looked	O
2590	out	O
2591	again	O
2592	,	O
2593	and	O
2594	it	O
2595	was	O
2596	Charles	B-PER
2597	Wilcox	I-PER
2598	practising	O
2599	;	O
2600	they	O
2601	are	O
2602	keen	O
2603	on	O
2604	all	O
2605	games	O
2606	.	O

2607	Presently	O
2608	he	O
2609	started	O
2610	sneezing	O
2611	and	O
2612	had	O
2613	to	O
2614	stop	O
2615	.	O

2616	Then	O
2617	I	O
2618	hear	O
2619	more	O
2620	clicketing	O
2621	,	O
2622	and	O
2623	it	O
2624	is	O
2625	Mr.	B-PER
2626	Wilcox	O
2627	practising	O
2628	,	O
2629	and	O
2630	then	O
2631	,	O
2632	'	O
2633	a-tissue	O
2634	,	O
2635	a-tissue	O
2636	'	O
2637	:	O
2638	he	O
2639	has	O
2640	to	O
2641	stop	O
2642	too	O
2643	.	O

2644	Then	O
2645	Evie	B-PER
2646	comes	O
2647	out	O
2648	,	O
2649	and	O
2650	does	O
2651	some	O
2652	calisthenic	O
2653	exercises	O
2654	on	O
2655	a	O
2656	machine	O
2657	that	O
2658	is	O
2659	tacked	O
2660	on	O
2661	to	O
2662	a	O
2663	greengage-tree	O
2664	--	O
2665	they	O
2666	put	O
2667	everything	O
2668	to	O
2669	use	O
2670	--	O
2671	and	O
2672	then	O
2673	she	O
2674	says	O
2675	'	O
2676	a-tissue	O
2677	,	O
2678	'	O
2679	and	O
2680	in	O
2681	she	O
2682	goes	O
2683	.	O

2684	And	O
2685	finally	O
2686	Mrs.	B-PER
2687	Wilcox	O
2688	reappears	O
2689	,	O
2690	trail	O
2691	,	O
2692	trail	O
2693	,	O
2694	still	O
2695	smelling	O
2696	hay	O
2697	and	O
2698	looking	O
2699	at	O
2700	the	O
2701	flowers	O
2702	.	O

2703	I	O
2704	inflict	O
2705	all	O
2706	this	O
2707	on	O
2708	you	O
2709	because	O
2710	once	O
2711	you	O
2712	said	O
2713	that	O
2714	life	O
2715	is	O
2716	sometimes	O
2717	life	O
2718	and	O
2719	sometimes	O
2720	only	O
2721	a	O
2722	drama	O
2723	,	O
2724	and	O
2725	one	O
2726	must	O
2727	learn	O
2728	to	O
2729	distinguish	O
2730	t	O
2731	'	O
2732	other	O
2733	from	O
2734	which	O
2735	,	O
2736	and	O
2737	up	O
2738	to	O
2739	now	O
2740	I	O
2741	have	O
2742	always	O
2743	put	O
2744	that	O
2745	down	O
2746	as	O
2747	'	O
2748	Meg	B-PER
2749	's	O
2750	clever	O
2751	nonsense	O
2752	.	O
2753	'	O

2754	But	O
2755	this	O
2756	morning	O
2757	,	O
2758	it	O
2759	really	O
2760	does	O
2761	seem	O
2762	not	O
2763	life	O
2764	but	O
2765	a	O
2766	play	O
2767	,	O
2768	and	O
2769	it	O
2770	did	O
2771	amuse	O
2772	me	O
2773	enormously	O
2774	to	O
2775	watch	O
2776	the	B-PER
2777	W	I-PER
2778	's	I-PER
2779	.	O

2780	Now	O
2781	Mrs.	B-PER
2782	Wilcox	O
2783	has	O
2784	come	O
2785	in	O
2786	.	O

2787	I	O
2788	am	O
2789	going	O
2790	to	O
2791	wear	O
2792	[	O
2793	omission	O
2794	]	O
2795	.	O

2796	Last	O
2797	night	O
2798	Mrs.	B-PER
2799	Wilcox	O
2800	wore	O
2801	an	O
2802	[	O
2803	omission	O
2804	]	O
2805	,	O
2806	and	O
2807	Evie	B-PER
2808	[	O
2809	omission	O
2810	]	O
2811	.	O

2812	So	O
2813	it	O
2814	is	O
2815	n't	O
2816	exactly	O
2817	a	O
2818	go-as-you-please	O
2819	place	O
2820	,	O
2821	and	O
2822	if	O
2823	you	O
2824	shut	O
2825	your	O
2826	eyes	O
2827	it	O
2828	still	O
2829	seems	O
2830	the	O
2831	wiggly	O
2832	hotel	O
2833	that	O
2834	we	O
2835	expected	O
2836	.	O

2837	Not	O
2838	if	O
2839	you	O
2840	open	O
2841	them	O
2842	.	O

2843	The	O
2844	dog-roses	O
2845	are	O
2846	too	O
2847	sweet	O
2848	.	O

2849	There	O
2850	is	O
2851	a	O
2852	great	O
2853	hedge	O
2854	of	O
2855	them	O
2856	over	O
2857	the	O
2858	lawn	O
2859	--	O
2860	magnificently	O
2861	tall	O
2862	,	O
2863	so	O
2864	that	O
2865	they	O
2866	fall	O
2867	down	O
2868	in	O
2869	garlands	O
2870	,	O
2871	and	O
2872	nice	O
2873	and	O
2874	thin	O
2875	at	O
2876	the	O
2877	bottom	O
2878	,	O
2879	so	O
2880	that	O
2881	you	O
2882	can	O
2883	see	O
2884	ducks	O
2885	through	O
2886	it	O
2887	and	O
2888	a	O
2889	cow	O
2890	.	O

2891	These	O
2892	belong	O
2893	to	O
2894	the	O
2895	farm	O
2896	,	O
2897	which	O
2898	is	O
2899	the	O
2900	only	O
2901	house	O
2902	near	O
2903	us	O
2904	.	O

2905	There	O
2906	goes	O
2907	the	O
2908	breakfast	O
2909	gong	O
2910	.	O

2911	Much	O
2912	love	O
2913	.	O

2914	Modified	O
2915	love	O
2916	to	O
2917	Tibby	B-PER
2918	.	O

2919	Love	O
2920	to	O
2921	Aunt	B-PER
2922	Juley	O
2923	;	O
2924	how	O
2925	good	O
2926	of	O
2927	her	O
2928	to	O
2929	come	O
2930	and	O
2931	keep	O
2932	you	O
2933	company	O
2934	,	O
2935	but	O
2936	what	O
2937	a	B-PER
2938	bore	I-PER
2939	.	O

2940	Burn	O
2941	this	O
2942	.	O

2943	Will	O
2944	write	O
2945	again	O
2946	Thursday	O
2947	.	O

2948	Helen	B-PER
2949	HOWARDS	O
2950	END	O
2951	,	O
2952	FRIDAY	O
2953	.	O

2954	Dearest	B-PER
2955	Meg	I-PER
2956	,	O
2957	I	O
2958	am	O
2959	having	O
2960	a	O
2961	glorious	O
2962	time	O
2963	.	O

2964	I	O
2965	like	O
2966	them	O
2967	all	O
2968	.	O

2969	Mrs.	B-PER
2970	Wilcox	O
2971	,	O
2972	if	O
2973	quieter	O
2974	than	O
2975	in	O
2976	Germany	B-LOC
2977	,	O
2978	is	O
2979	sweeter	O
2980	than	O
2981	ever	O
2982	,	O
2983	and	O
2984	I	O
2985	never	O
2986	saw	O
2987	anything	O
2988	like	O
2989	her	O
2990	steady	O
2991	unselfishness	O
2992	,	O
2993	and	O
2994	the	O
2995	best	O
2996	of	O
2997	it	O
2998	is	O
2999	that	O
3000	the	O
3001	others	O
3002	do	O
3003	not	O
3004	take	O
3005	advantage	O
3006	of	O
3007	her	O
3008	.	O

3009	They	O
3010	are	O
3011	the	B-PER
3012	very	I-PER
3013	happiest	I-PER
3014	,	I-PER
3015	jolliest	I-PER
3016	family	I-PER
3017	that	I-PER
3018	you	I-PER
3019	can	I-PER
3020	imagine	I-PER
3021	.	O

3022	I	O
3023	do	O
3024	really	O
3025	feel	O
3026	that	O
3027	we	O
3028	are	O
3029	making	O
3030	friends	B-PER
3031	.	O

3032	The	O
3033	fun	O
3034	of	O
3035	it	O
3036	is	O
3037	that	O
3038	they	O
3039	think	O
3040	me	O
3041	a	B-PER
3042	noodle	I-PER
3043	,	O
3044	and	O
3045	say	O
3046	so	O
3047	--	O
3048	at	O
3049	least	O
3050	Mr.	B-PER
3051	Wilcox	O
3052	does	O
3053	--	O
3054	and	O
3055	when	O
3056	that	O
3057	happens	O
3058	,	O
3059	and	O
3060	one	O
3061	does	O
3062	n't	O
3063	mind	O
3064	,	O
3065	it	O
3066	's	O
3067	a	O
3068	pretty	O
3069	sure	O
3070	test	O
3071	,	O
3072	is	O
3073	n't	O
3074	it	O
3075	?	O

3076	He	O
3077	says	O
3078	the	O
3079	most	O
3080	horrid	O
3081	things	O
3082	about	O
3083	women	B-PER
3084	's	O
3085	suffrage	O
3086	so	O
3087	nicely	O
3088	,	O
3089	and	O
3090	when	O
3091	I	O
3092	said	O
3093	I	O
3094	believed	O
3095	in	O
3096	equality	O
3097	he	O
3098	just	O
3099	folded	O
3100	his	O
3101	arms	O
3102	and	O
3103	gave	O
3104	me	O
3105	such	O
3106	a	O
3107	setting	O
3108	down	O
3109	as	O
3110	I	O
3111	've	O
3112	never	O
3113	had	O
3114	.	O

3115	Meg	B-PER
3116	,	O
3117	shall	O
3118	we	O
3119	ever	O
3120	learn	O
3121	to	O
3122	talk	O
3123	less	O
3124	?	O

3125	I	O
3126	never	O
3127	felt	O
3128	so	O
3129	ashamed	O
3130	of	O
3131	myself	O
3132	in	O
3133	my	O
3134	life	O
3135	.	O

3136	I	O
3137	could	O
3138	n't	O
3139	point	O
3140	to	O
3141	a	O
3142	time	O
3143	when	O
3144	men	B-PER
3145	had	O
3146	been	O
3147	equal	O
3148	,	O
3149	nor	O
3150	even	O
3151	to	O
3152	a	O
3153	time	O
3154	when	O
3155	the	O
3156	wish	O
3157	to	O
3158	be	O
3159	equal	O
3160	had	O
3161	made	O
3162	them	O
3163	happier	O
3164	in	O
3165	other	O
3166	ways	O
3167	.	O

3168	I	O
3169	could	O
3170	n't	O
3171	say	O
3172	a	O
3173	word	O
3174	.	O

3175	I	O
3176	had	O
3177	just	O
3178	picked	O
3179	up	O
3180	the	O
3181	notion	O
3182	that	O
3183	equality	O
3184	is	O
3185	good	O
3186	from	O
3187	some	O
3188	book	O
3189	--	O
3190	probably	O
3191	from	O
3192	poetry	O
3193	,	O
3194	or	O
3195	you	O
3196	.	O

3197	Anyhow	O
3198	,	O
3199	it	O
3200	's	O
3201	been	O
3202	knocked	O
3203	into	O
3204	pieces	O
3205	,	O
3206	and	O
3207	,	O
3208	like	O
3209	all	B-PER
3210	people	I-PER
3211	who	I-PER
3212	are	I-PER
3213	really	I-PER
3214	strong	I-PER
3215	,	O
3216	Mr.	B-PER
3217	Wilcox	O
3218	did	O
3219	it	O
3220	without	O
3221	hurting	O
3222	me	O
3223	.	O

3224	On	O
3225	the	O
3226	other	O
3227	hand	O
3228	,	O
3229	I	O
3230	laugh	O
3231	at	O
3232	them	O
3233	for	O
3234	catching	O
3235	hay	O
3236	fever	O
3237	.	O

3238	We	O
3239	live	O
3240	like	O
3241	fighting-cocks	O
3242	,	O
3243	and	O
3244	Charles	B-PER
3245	takes	O
3246	us	O
3247	out	O
3248	every	O
3249	day	O
3250	in	O
3251	the	O
3252	motor	O
3253	--	O
3254	a	O
3255	tomb	O
3256	with	O
3257	trees	O
3258	in	O
3259	it	O
3260	,	O
3261	a	O
3262	hermit	O
3263	's	O
3264	house	O
3265	,	O
3266	a	O
3267	wonderful	O
3268	road	O
3269	that	O
3270	was	O
3271	made	O
3272	by	O
3273	the	O
3274	Kings	O
3275	of	O
3276	Mercia	B-LOC
3277	--	O
3278	tennis	O
3279	--	O
3280	a	O
3281	cricket	O
3282	match	O
3283	--	O
3284	bridge	O
3285	--	O
3286	and	O
3287	at	O
3288	night	O
3289	we	O
3290	squeeze	O
3291	up	O
3292	in	O
3293	this	O
3294	lovely	O
3295	house	O
3296	.	O

3297	The	B-PER
3298	whole	I-PER
3299	clan	I-PER
3300	's	O
3301	here	O
3302	now	O
3303	--	O
3304	it	O
3305	's	O
3306	like	O
3307	a	O
3308	rabbit	O
3309	warren	O
3310	.	O

3311	Evie	B-PER
3312	is	O
3313	a	B-PER
3314	dear	I-PER
3315	.	O

3316	They	O
3317	want	O
3318	me	O
3319	to	O
3320	stop	O
3321	over	O
3322	Sunday	O
3323	--	O
3324	I	O
3325	suppose	O
3326	it	O
3327	wo	O
3328	n't	O
3329	matter	O
3330	if	O
3331	I	O
3332	do	O
3333	.	O

3334	Marvellous	O
3335	weather	O
3336	and	O
3337	the	O
3338	view	O
3339	's	O
3340	marvellous	O
3341	--	O
3342	views	O
3343	westward	O
3344	to	O
3345	the	O
3346	high	O
3347	ground	O
3348	.	O

3349	Thank	O
3350	you	O
3351	for	O
3352	your	O
3353	letter	O
3354	.	O

3355	Burn	O
3356	this	O
3357	.	O

3358	Your	B-PER
3359	affectionate	I-PER
3360	Helen	I-PER
3361	HOWARDS	O
3362	END	O
3363	,	O
3364	SUNDAY	O
3365	.	O

3366	Dearest	B-PER
3367	,	I-PER
3368	dearest	I-PER
3369	Meg	I-PER
3370	,	O
3371	--	O
3372	I	O
3373	do	O
3374	not	O
3375	know	O
3376	what	O
3377	you	O
3378	will	O
3379	say	O
3380	:	O
3381	Paul	B-PER
3382	and	O
3383	I	O
3384	are	O
3385	in	O
3386	love	O
3387	--	O
3388	the	O
3389	younger	O
3390	son	O
3391	who	O
3392	only	O
3393	came	O
3394	here	O
3395	Wednesday	O
3396	.	O

3397	Chapter	O
3398	2	O
3399	Margaret	B-PER
3400	glanced	O
3401	at	O
3402	her	B-PER
3403	sister	I-PER
3404	's	O
3405	note	O
3406	and	O
3407	pushed	O
3408	it	O
3409	over	O
3410	the	O
3411	breakfast-table	O
3412	to	O
3413	her	B-PER
3414	aunt	I-PER
3415	.	O

3416	There	O
3417	was	O
3418	a	O
3419	moment	O
3420	's	O
3421	hush	O
3422	,	O
3423	and	O
3424	then	O
3425	the	O
3426	flood-gates	O
3427	opened	O
3428	.	O

3429	""""	O
3430	I	O
3431	can	O
3432	tell	O
3433	you	O
3434	nothing	O
3435	,	O
3436	Aunt	B-PER
3437	Juley	O
3438	.	O

3439	I	O
3440	know	O
3441	no	O
3442	more	O
3443	than	O
3444	you	O
3445	do	O
3446	.	O

3447	We	O
3448	met	O
3449	--	O
3450	we	O
3451	only	O
3452	met	O
3453	the	B-PER
3454	father	I-PER
3455	and	O
3456	mother	B-PER
3457	abroad	O
3458	last	O
3459	spring	O
3460	.	O

3461	I	O
3462	know	O
3463	so	O
3464	little	O
3465	that	O
3466	I	O
3467	did	O
3468	n't	O
3469	even	O
3470	know	O
3471	their	B-PER
3472	son	I-PER
3473	's	O
3474	name	O
3475	.	O

3476	It	O
3477	's	O
3478	all	O
3479	so	O
3480	--	O
3481	""""	O
3482	She	O
3483	waved	O
3484	her	O
3485	hand	O
3486	and	O
3487	laughed	O
3488	a	O
3489	little	O
3490	.	O

3491	""""	O
3492	In	O
3493	that	O
3494	case	O
3495	it	O
3496	is	O
3497	far	O
3498	too	O
3499	sudden	O
3500	.	O
3501	""""	O

3502	""""	O
3503	Who	O
3504	knows	O
3505	,	O
3506	Aunt	B-PER
3507	Juley	O
3508	,	O
3509	who	O
3510	knows	O
3511	?	O
3512	""""	O

3513	""""	O
3514	But	O
3515	,	O
3516	Margaret	B-PER
3517	dear	I-PER
3518	,	O
3519	I	O
3520	mean	O
3521	we	O
3522	must	O
3523	n't	O
3524	be	O
3525	unpractical	O
3526	now	O
3527	that	O
3528	we	O
3529	've	O
3530	come	O
3531	to	O
3532	facts	O
3533	.	O

3534	It	O
3535	is	O
3536	too	O
3537	sudden	O
3538	,	O
3539	surely	O
3540	.	O
3541	""""	O

3542	""""	O
3543	Who	O
3544	knows	O
3545	!	O
3546	""""	O

3547	""""	O
3548	But	O
3549	Margaret	B-PER
3550	dear	I-PER
3551	--	O
3552	""""	O
3553	""""	O
3554	I	O
3555	'll	O
3556	go	O
3557	for	O
3558	her	O
3559	other	O
3560	letters	O
3561	,	O
3562	""""	O
3563	said	O
3564	Margaret	B-PER
3565	.	O

3566	""""	O
3567	No	O
3568	,	O
3569	I	O
3570	wo	O
3571	n't	O
3572	,	O
3573	I	O
3574	'll	O
3575	finish	O
3576	my	O
3577	breakfast	O
3578	.	O

3579	In	O
3580	fact	O
3581	,	O
3582	I	O
3583	have	O
3584	n't	O
3585	them	O
3586	.	O

3587	We	O
3588	met	O
3589	the	B-PER
3590	Wilcoxes	I-PER
3591	on	O
3592	an	O
3593	awful	O
3594	expedition	O
3595	that	O
3596	we	O
3597	made	O
3598	from	O
3599	Heidelberg	B-LOC
3600	to	O
3601	Speyer	B-LOC
3602	.	O

3603	Helen	B-PER
3604	and	O
3605	I	O
3606	had	O
3607	got	O
3608	it	O
3609	into	O
3610	our	O
3611	heads	O
3612	that	O
3613	there	O
3614	was	O
3615	a	O
3616	grand	O
3617	old	O
3618	cathedral	O
3619	at	O
3620	Speyer	B-LOC
3621	--	O
3622	the	O
3623	Archbishop	O
3624	of	O
3625	Speyer	B-LOC
